FREQUENCIA,NOME,GEOMETRY
DIURNO - TER/QUI/SAB,301373 - SER VIII - PLANALTO AYRTON SENNA II,"MULTIPOLYGON (((-38.57329047201727 -3.825210833702284, -38.57419525931461 -3.826618900518374, -38.57437225202542 -3.826465501147637, -38.57624619660535 -3.829169623168998, -38.57409868516662 -3.829897650331729, -38.57413787698714 -3.830283346704751, -38.57196279991607 -3.831045353104833, -38.57039858605287 -3.831683454215235, -38.57017750972962 -3.831184022512443, -38.56911821295268 -3.831631055467968, -38.56902701139715 -3.831512540238603, -38.56830833066648 -3.831857530843915, -38.56805947018336 -3.831372983651688, -38.5674865437643 -3.831612437401186, -38.56664233725427 -3.830615325498857, -38.56877064604612 -3.828942981075942, -38.57059621227898 -3.827275433711813, -38.57187509814838 -3.826268901896473, -38.57329047201727 -3.825210833702284)))"
DIURNO - TER/QUI/SAB,301374 - SER X - MONDUBIM,"MULTIPOLYGON (((-38.56612443034169 -3.816430909404447, -38.56632459804689 -3.817020355356964, -38.56757713545106 -3.816422035105408, -38.56834145153582 -3.81576533849262, -38.57054172016509 -3.813084308484272, -38.57472508074473 -3.811590430211572, -38.57530573154401 -3.813536824195107, -38.57464776865988 -3.815573699011739, -38.57448456533821 -3.816169542772558, -38.57454951307765 -3.816927505804468, -38.57494776416248 -3.817629995630634, -38.57664876240766 -3.819091873768079, -38.57748941956811 -3.820130015985673, -38.57851909153205 -3.82355912828099, -38.57422576933342 -3.826571437748861, -38.56764087875695 -3.816580560570396, -38.5663668521365 -3.817189953951369, -38.55883221514043 -3.820859157239496, -38.55798711692142 -3.815022855016426, -38.55892085889123 -3.814784343227506, -38.5590112464633 -3.814439671761316, -38.56136845506331 -3.812994199160658, -38.56267563658352 -3.81204039582942, -38.564109698191 -3.811307217266287, -38.56505050267807 -3.81344102630429, -38.56612443034169 -3.816430909404447)))"
DIURNO - TER/QUI/SAB,30144 - SER II - SAO JOAO DO TAUAPE I,"MULTIPOLYGON (((-38.51338472084889 -3.760631696614706, -38.51326262902386 -3.762195217767054, -38.51018184424255 -3.762494018799992, -38.51026130689083 -3.760874778056369, -38.50871834783934 -3.760517118462159, -38.50722404585721 -3.759331822167229, -38.50607991007078 -3.756777449865081, -38.5046435455663 -3.755207468908893, -38.50454095819285 -3.754629325715825, -38.50434760231467 -3.754197391900112, -38.50339735117127 -3.751510246904005, -38.51490525483391 -3.752881567944109, -38.51338472084889 -3.760631696614706)))"
DIURNO - TER/QUI/SAB,30155 - SER II - DIONISIO TORRES,"MULTIPOLYGON (((-38.48955498260612 -3.743484341594618, -38.494743016429 -3.74175537009565, -38.49762795573457 -3.750803467901779, -38.50094021693498 -3.751198884660586, -38.50338271782157 -3.751527976661098, -38.5045320932499 -3.754609246220305, -38.50459026560538 -3.755185879170671, -38.50533092596169 -3.755934442928961, -38.5059851853918 -3.756730216920606, -38.50721327799016 -3.759341414630173, -38.50870228968601 -3.76052809855594, -38.51025829171565 -3.760879167676664, -38.51018019005421 -3.762495042687428, -38.50734782447 -3.762892396975438, -38.5035487338368 -3.761890836106297, -38.50193059275042 -3.757955480689927, -38.5005530146388 -3.75604324762113, -38.49658670779395 -3.754997279649794, -38.49227521786842 -3.752012653280949, -38.49172574257017 -3.751453130716699, -38.49052692769017 -3.751694085742302, -38.49035707400562 -3.750329139971094, -38.49382063948099 -3.749155874989633, -38.48955498260612 -3.743484341594618)))"
NOTURNO - TER/QUI/SAB,303137 - SER IV - JOSE BONIFACIO,"MULTIPOLYGON (((-38.53499383286983 -3.744493931332613, -38.5278989600208 -3.750609989135978, -38.52877471106827 -3.741992280946856, -38.52769794404179 -3.741851665064305, -38.52577844167267 -3.73635889382953, -38.52916275232994 -3.73524495632393, -38.53194326434622 -3.734422227686133, -38.53499383286983 -3.744493931332613)))"
NOTURNO - TER/QUI/SAB,303138 - SER IV - BAIRRO DE FATIMA I,"MULTIPOLYGON (((-38.52780403585234 -3.750642527983973, -38.52447010423251 -3.753495136023287, -38.52348422491392 -3.753889635449268, -38.52049214675247 -3.753542433343258, -38.52400514227358 -3.736916567708669, -38.52443050015021 -3.736777637352347, -38.52571880796231 -3.736321078349853, -38.52765375309804 -3.741881416927207, -38.52873723130589 -3.742033446547016, -38.52780403585234 -3.750642527983973)))"
NOTURNO - TER/QUI/SAB,303139 - SER IV - BAIRRO DE FATIMA II,"MULTIPOLYGON (((-38.53748129367114 -3.753548834747054, -38.52959166813034 -3.760261779301787, -38.52382853165508 -3.760860672044, -38.52354600853035 -3.756602587168946, -38.52341744431756 -3.754159507296873, -38.52455900362951 -3.753779424216598, -38.53498897775072 -3.744579789869277, -38.53748129367114 -3.753548834747054)))"
NOTURNO - TER/QUI/SAB,303140 - SER IV - BENFICA,"MULTIPOLYGON (((-38.54481674351703 -3.744456997479186, -38.54184818474949 -3.747150884280554, -38.54108147079167 -3.747161661114126, -38.5404058606439 -3.747466167417567, -38.53901077460223 -3.749285232726472, -38.53680942537594 -3.750441456675079, -38.53509086953972 -3.744514855324484, -38.53194126439443 -3.734462338490385, -38.53615918469782 -3.733070785278646, -38.53737433951012 -3.737175500456832, -38.53812952753356 -3.73810382738556, -38.53869749900267 -3.737747439166115, -38.54162043974146 -3.737205931392559, -38.54364444528181 -3.737919499040231, -38.54319583688742 -3.740014987934562, -38.54302181721793 -3.742098674240645, -38.54324354711165 -3.742816537327815, -38.54481674351703 -3.744456997479186)))"
NOTURNO - TER/QUI/SAB,303141 - SER IV - ITAOCA I,"MULTIPOLYGON (((-38.55837014900259 -3.763698149759879, -38.55969252940791 -3.766994763783083, -38.5595487444341 -3.767615267070167, -38.55958457447894 -3.76844328125118, -38.56118151393763 -3.773327611546212, -38.56045833345587 -3.774318169530409, -38.55536882357914 -3.774628890498248, -38.55370139540056 -3.774009427445023, -38.5533287266316 -3.773470166559392, -38.55285745455368 -3.773596410363676, -38.55271334044701 -3.773351556440017, -38.55322743170218 -3.773107883454518, -38.55292296931566 -3.772114034328265, -38.5516372975701 -3.768524972088951, -38.55334780963536 -3.767566020341781, -38.55296995065372 -3.766912447009299, -38.5557104384527 -3.765247202162499, -38.55837014900259 -3.763698149759879)))"
NOTURNO - TER/QUI/SAB,303142 - SER IV - MONTESE I,"MULTIPOLYGON (((-38.54530556872744 -3.759343702620033, -38.54777588084099 -3.757231304153867, -38.54959777504437 -3.759424335998891, -38.55053383162101 -3.759130695364798, -38.55358936427776 -3.757099993969769, -38.55715320218418 -3.761171281448832, -38.55830496509392 -3.763624524693086, -38.55293861980798 -3.766809075762689, -38.54748042699988 -3.760471112223211, -38.54676961868367 -3.761038891788562, -38.54530556872744 -3.759343702620033)))"
NOTURNO - TER/QUI/SAB,303143 - SER IV - MONTESE II,"MULTIPOLYGON (((-38.55283093062858 -3.772153816228203, -38.55097482905306 -3.772879617261574, -38.54987403917458 -3.769590544237388, -38.5500538951942 -3.769478713472574, -38.54951415800861 -3.768635615054665, -38.54751897602976 -3.769971979804245, -38.54591614324768 -3.770641017149892, -38.54133309243686 -3.771828638795294, -38.54132953246306 -3.771707557225795, -38.54237764230255 -3.771336067749604, -38.54304958243228 -3.770939441988896, -38.54304959328639 -3.770534042845144, -38.54408184322747 -3.769540504734478, -38.54451936863465 -3.769076801809641, -38.5452011888738 -3.76863507843153, -38.54664667513118 -3.767641594742012, -38.54749600429946 -3.766768188859611, -38.54380981023739 -3.762879547002376, -38.54545088923562 -3.762377458428566, -38.5447091158134 -3.761398125751898, -38.54547954834578 -3.760712033587311, -38.54461610776107 -3.759877802428738, -38.54517997686807 -3.759395770211412, -38.54680883034737 -3.761241870726124, -38.54744942134392 -3.760715912375065, -38.55282629848934 -3.766938835921291, -38.55314739017533 -3.767475314071841, -38.55147434882522 -3.768482433498174, -38.55283093062858 -3.772153816228203)))"
NOTURNO - TER/QUI/SAB,303144 - SER IV - PARREAO,"MULTIPOLYGON (((-38.53760288022155 -3.753783710436557, -38.53798270906623 -3.755324857971881, -38.53963690911834 -3.754916639662698, -38.54073011662181 -3.759169169239032, -38.54162772091537 -3.758744938804051, -38.5418952561324 -3.75906372467422, -38.54248774387216 -3.758637745937305, -38.54289856754589 -3.758204646328499, -38.54511887243105 -3.76073242703926, -38.54452707822723 -3.761398320416113, -38.54511233006937 -3.762265330826042, -38.54377824443926 -3.762664428476307, -38.53669267905591 -3.764987004341909, -38.53597322596615 -3.762592531044936, -38.53254373929671 -3.763915914700586, -38.53023945869646 -3.764814797363588, -38.52857799091439 -3.760533944972247, -38.52966361393568 -3.760467496407551, -38.53760288022155 -3.753783710436557)))"
NOTURNO - TER/QUI/SAB,303145 - SER IV - DAMAS,"MULTIPOLYGON (((-38.55551629561443 -3.75519145777595, -38.55350899689834 -3.756899505137175, -38.55044870645613 -3.758988879946022, -38.54964247768387 -3.759265456346925, -38.54774571697464 -3.757014478466028, -38.54517460991725 -3.759379994621728, -38.54460297165347 -3.759884583399923, -38.54300864906787 -3.758049720150778, -38.54576056740921 -3.755915580054282, -38.54798200833197 -3.753945772596036, -38.54214063759886 -3.747612376368564, -38.54142899337797 -3.74754929004439, -38.54063027552432 -3.747492226780566, -38.54107585077653 -3.74728035624455, -38.54184657970582 -3.747280292889283, -38.5449397266379 -3.74456206560207, -38.55551629561443 -3.75519145777595)))"
NOTURNO - TER/QUI/SAB,303146 - SER XI - DEMOCRITO ROCHA,"MULTIPOLYGON (((-38.561500451322 -3.7618146272799, -38.56961162736987 -3.756541504527378, -38.5724345844944 -3.761068643854152, -38.56509623918197 -3.765033409193014, -38.5598827214619 -3.767175446373102, -38.55916697888346 -3.76551108416736, -38.55870964377526 -3.764366011968555, -38.55834136127787 -3.763408252155701, -38.561500451322 -3.7618146272799)))"
NOTURNO - TER/QUI/SAB,303147 - SER XI - PANAMERICANO,"MULTIPOLYGON (((-38.55366860477286 -3.75695010379133, -38.55558411112594 -3.755293782684515, -38.55722887641606 -3.756863173589817, -38.55880498870545 -3.757292188210907, -38.56074664087991 -3.755572841629823, -38.5665565303031 -3.751782078717891, -38.56958988940788 -3.756462303634723, -38.56142061779632 -3.76175796920257, -38.55831335073895 -3.763302821716481, -38.55728185589694 -3.761079920383406, -38.55577345651625 -3.759354659586582, -38.55366860477286 -3.75695010379133)))"
NOTURNO - TER/QUI/SAB,303148 - SER IV - JARDIM AMERICA,"MULTIPOLYGON (((-38.54779922460399 -3.753925667126667, -38.54560700510987 -3.755884419001234, -38.54353115115755 -3.75745446741219, -38.54189375261281 -3.758771520310658, -38.54174226510301 -3.758502531836672, -38.54082474460226 -3.758877599326651, -38.53979766459548 -3.754667695468637, -38.53817981991267 -3.755080391185877, -38.53684684715861 -3.750520421566901, -38.53912034299643 -3.749339538196916, -38.54054987414538 -3.747568332747354, -38.54104278490815 -3.74764391042147, -38.54205741888127 -3.747737662786033, -38.54779922460399 -3.753925667126667)))"
NOTURNO - TER/QUI/SAB,303190 - SER X - PRESIDENTE VARGAS,"MULTIPOLYGON (((-38.5997490612404 -3.815777313580234, -38.60101576399019 -3.817657512388731, -38.60347216955596 -3.820415802834134, -38.60502593386991 -3.823215645231663, -38.60064516906487 -3.825728512216523, -38.5939682240279 -3.829658843885299, -38.5905919473393 -3.824673018811061, -38.58883458797608 -3.822100025136984, -38.59484092435891 -3.817102019483434, -38.59593048873536 -3.818511566534351, -38.5997490612404 -3.815777313580234)))"
NOTURNO - TER/QUI/SAB,303193 - SER X - MONDUBIM II,"MULTIPOLYGON (((-38.5809215785853 -3.809474689868447, -38.58078687956389 -3.809727545777426, -38.57995423734483 -3.810102201451088, -38.57835246775097 -3.808489672203518, -38.57474781006873 -3.811743498598799, -38.57092874872413 -3.813015512641737, -38.57004363236162 -3.81421207928603, -38.56969034880594 -3.813009192558012, -38.5693410486237 -3.813113411801467, -38.56869139080457 -3.810928660411229, -38.56970553131642 -3.810598494908271, -38.56901622806553 -3.808467418425999, -38.5670034779823 -3.809105610085691, -38.56678840664347 -3.808482238324273, -38.5646850585726 -3.809093290428545, -38.56446104906833 -3.808236803317445, -38.5665203092107 -3.8075800714177, -38.56630900170457 -3.806855088297123, -38.5726181195563 -3.804900734056512, -38.57252953802413 -3.804589250268358, -38.57521975532266 -3.803719860468624, -38.57545004292035 -3.804905447408983, -38.5759433879397 -3.805871127377345, -38.57835974417769 -3.808401987145315, -38.58268770155823 -3.805345584614726, -38.583511307637 -3.806459754758846, -38.58432426809745 -3.807658768479777, -38.58364799638145 -3.808102053079442, -38.58350261246188 -3.807935654057977, -38.5809215785853 -3.809474689868447)))"
NOTURNO - TER/QUI/SAB,303197 - SER X - CONJUNTO ESPERANCA,"MULTIPOLYGON (((-38.59310882194892 -3.816820412681507, -38.59229583499163 -3.815508130959342, -38.59233070825455 -3.814933669843447, -38.5907986854309 -3.814446590516889, -38.59044903551357 -3.814940926711764, -38.59070620430687 -3.817042987443983, -38.58934661738142 -3.818342346523897, -38.58623535644046 -3.815048897048818, -38.58754368613624 -3.81434817278352, -38.59060217596941 -3.810546759985558, -38.59216418651858 -3.809322336315791, -38.59348220515834 -3.810668819666723, -38.59593367308763 -3.81222501609101, -38.59714641111182 -3.811364857292825, -38.59828545493564 -3.813445939076626, -38.59975477322745 -3.815765182869927, -38.59593018232399 -3.81849882500544, -38.59487315335677 -3.816939218439024, -38.59325564077167 -3.818285776750432, -38.5926328721801 -3.817265703059076, -38.59310882194892 -3.816820412681507)))"
NOTURNO - TER/QUI/SAB,303201 - SER X - SANTA TEREZINHA,"MULTIPOLYGON (((-38.5897777448676 -3.802524318612651, -38.59436405046973 -3.807650262965411, -38.59625509925593 -3.809970747432498, -38.59711375739123 -3.811308554042123, -38.59594277175052 -3.812153413831607, -38.5935277266972 -3.810588647120292, -38.59217438888481 -3.809185006271799, -38.59055653890621 -3.810460251041222, -38.58746414132766 -3.814276589025824, -38.58538447919894 -3.811340406249073, -38.58629848295995 -3.81102249934975, -38.5836459868933 -3.808146736118113, -38.58442556622986 -3.807678166562008, -38.58363050266033 -3.80647719573747, -38.5897777448676 -3.802524318612651)))"
NOTURNO - TER/QUI/SAB,303205 - SER X - VILA MANOEL SATIRO I,"MULTIPOLYGON (((-38.58547037168458 -3.798012177789678, -38.58973305050176 -3.802457343746669, -38.58783146952076 -3.803660960966361, -38.58356304388067 -3.806409060845704, -38.58270839718633 -3.805174969940844, -38.57836634332993 -3.808286121224087, -38.57605249131665 -3.805789274561672, -38.57560964005121 -3.804894164211336, -38.57526117141808 -3.803478516183759, -38.57521368793937 -3.798392331064299, -38.58547037168458 -3.798012177789678)))"
NOTURNO - TER/QUI/SAB,303209 - SER X - VILA MANOEL SATIRO II,"MULTIPOLYGON (((-38.5775298450753 -3.790750403334996, -38.5781519118524 -3.790752314420397, -38.57815897679916 -3.790137748993687, -38.58538944385425 -3.797902785018063, -38.57521825101229 -3.798241173276952, -38.57500869864973 -3.794038685142454, -38.57618859601841 -3.794016552041981, -38.57601153749407 -3.790798831246002, -38.57651688926461 -3.790782509521638, -38.57706428954796 -3.790783597023425, -38.5775298450753 -3.790750403334996)))"
NOTURNO - TER/QUI/SAB,303213 - SER X - MARAPONGA,"MULTIPOLYGON (((-38.57608147028395 -3.793903633558801, -38.57490449521472 -3.793941254556125, -38.57510406790257 -3.798391662280306, -38.57101866174794 -3.799516780967846, -38.56990880845416 -3.795902872128258, -38.56222677664408 -3.798176571561604, -38.56251732109509 -3.797300932912933, -38.56292886632868 -3.796427531095076, -38.56348878654559 -3.795547100228865, -38.56208353919023 -3.791724825339244, -38.56090474912482 -3.788390382803276, -38.56445146508166 -3.787184682042466, -38.56621774714942 -3.787512753843535, -38.5673112009741 -3.788078188747655, -38.56860650732364 -3.788182132339354, -38.57020663354466 -3.788819734637456, -38.57090259714506 -3.789599324852215, -38.57147476139416 -3.790509533643453, -38.57205888890115 -3.790830578417422, -38.57259883512737 -3.790958004899502, -38.5729541528515 -3.791115725788487, -38.57426081530478 -3.791500776077191, -38.57480587117633 -3.7915304444349, -38.57470354170502 -3.790842762914436, -38.57596276015172 -3.790789165469882, -38.57608147028395 -3.793903633558801)))"
NOTURNO - TER/QUI/SAB,303219 - SER X - JARDIM CEARENSE,"MULTIPOLYGON (((-38.56632219246436 -3.806810953476334, -38.56576503859642 -3.805142009020936, -38.56231746816763 -3.802535105732641, -38.56059889103562 -3.801308324565597, -38.56181474284202 -3.79983080532934, -38.56228246973035 -3.798294268643084, -38.56981658557142 -3.796062319731972, -38.57201781696387 -3.803225502950378, -38.57249898735389 -3.804848657639582, -38.56632219246436 -3.806810953476334)))"
NOTURNO - TER/QUI/SAB,303221 - SER X - PARQUE SANTANA,"MULTIPOLYGON (((-38.57734516498552 -3.819883882460445, -38.57497043876076 -3.817724364287292, -38.57461922838809 -3.817077448642953, -38.5744803877272 -3.816255248298721, -38.574557128464 -3.815612486061815, -38.57523921361431 -3.813658517946225, -38.57479367748956 -3.81186565102574, -38.57836275238743 -3.808587221478888, -38.58253671483868 -3.813044051894329, -38.58517965705895 -3.817043171242546, -38.58141282184379 -3.819053109374481, -38.58147691693229 -3.819860145701943, -38.58268821880682 -3.821530711153691, -38.58260142795724 -3.821777495622919, -38.58203683892794 -3.822271635460808, -38.58223012176349 -3.822640336099756, -38.58188677003335 -3.822968830229611, -38.58128145722349 -3.822356519343976, -38.57885730278699 -3.823841901939823, -38.57734516498552 -3.819883882460445)))"
NOTURNO - TER/QUI/SAB,303223 - SER X - ARACAPE,"MULTIPOLYGON (((-38.58071531796629 -3.822820451493993, -38.58094733438879 -3.823190040619989, -38.5809551258839 -3.823388326763856, -38.58066286111825 -3.823694970309506, -38.58081761227621 -3.824281773877531, -38.58169675315607 -3.82412821788141, -38.58214212694165 -3.825533385661997, -38.58250164545066 -3.825397520406249, -38.58364060120844 -3.824055058845975, -38.58534070591445 -3.821822194932885, -38.58570585301351 -3.820458271158012, -38.58606924174234 -3.819772335641262, -38.58665864123957 -3.819199663128201, -38.59332786786743 -3.828884801220652, -38.58412609797898 -3.835606034283417, -38.5827709341195 -3.836071826640805, -38.58131649492145 -3.831764722302206, -38.57890561814783 -3.823904356452109, -38.58071531796629 -3.822820451493993)))"
NOTURNO - TER/QUI/SAB,303226 - SER X - CONJUNTO ESPERANCA II,"MULTIPOLYGON (((-38.58616686712423 -3.810974426294833, -38.58523914794173 -3.811295420554419, -38.5866184029857 -3.813237378075156, -38.58740731168482 -3.814309870195889, -38.58612368576672 -3.815029101013999, -38.58933378442625 -3.818431603556395, -38.59079128503478 -3.817071492094204, -38.59055474510161 -3.814967499592048, -38.59084340318905 -3.814555867402382, -38.59225930033413 -3.814990751213287, -38.59221027779359 -3.815512038878573, -38.59301967900755 -3.816824185257724, -38.59254332622347 -3.81724559185432, -38.5931988684294 -3.818370426409311, -38.58873190978157 -3.822059251580531, -38.5866787824596 -3.819036229942382, -38.58600442111602 -3.819679925320155, -38.58558462568985 -3.820415513751618, -38.58523129868125 -3.82179207199545, -38.58371895818984 -3.82376821736923, -38.5824592825665 -3.825310757040718, -38.58219850444548 -3.825416813288435, -38.58175100421719 -3.824022963761724, -38.58089312364348 -3.824205337685763, -38.58077897307495 -3.823695559794988, -38.58108446684523 -3.823423737348934, -38.5810532250796 -3.82316832687908, -38.58079303276008 -3.822773259931926, -38.58126799982323 -3.822458196377741, -38.58189139313789 -3.823077518294062, -38.58235933047443 -3.822688150303673, -38.58216793531006 -3.822281861317781, -38.58267692095937 -3.82184729077908, -38.58277499073809 -3.821527256232415, -38.58157298332208 -3.819836802137218, -38.58148723019809 -3.819123005181687, -38.58531336134028 -3.817077663398463, -38.58259149556534 -3.812931965976297, -38.57996626903106 -3.810126242071066, -38.5808131567897 -3.809749359385949, -38.58095241660142 -3.809488575197814, -38.58349891133844 -3.807961984587635, -38.58616686712423 -3.810974426294833)))"
NOTURNO - TER/QUI/SAB,30326 - SER I - JARDIM IRACEMA,"MULTIPOLYGON (((-38.58456577398283 -3.731572316808935, -38.58189816994302 -3.73046593913354, -38.58078803202288 -3.718179465373632, -38.58790494712974 -3.717493172271697, -38.58496799755913 -3.728710813200771, -38.58456577398283 -3.731572316808935)))"
NOTURNO - TER/QUI/SAB,303267 - SER VII - EDSON QUEIROZ I,"MULTIPOLYGON (((-38.45943979581195 -3.772245669104362, -38.47376663746802 -3.766491589264081, -38.47368979782047 -3.768011248041175, -38.47312822394689 -3.768352436339586, -38.47474638895097 -3.770774988860214, -38.48191515837464 -3.771458945447791, -38.48131113714589 -3.779475651315124, -38.47786750699986 -3.779047687686153, -38.47652645714302 -3.7777099241881, -38.47235382871009 -3.777407513250253, -38.46795503713457 -3.775689543104369, -38.46141086608966 -3.775223038511847, -38.45304229943965 -3.779933290293898, -38.45153021732088 -3.776629306303982, -38.45169217150723 -3.775562059024455, -38.45322338509547 -3.774663937966166, -38.45398364587677 -3.77446022788673, -38.4546031808754 -3.77396088749845, -38.45512832738093 -3.772596893571476, -38.45673061537568 -3.772084543989348, -38.45753379207137 -3.770847845109302, -38.45878941220855 -3.770896044001489, -38.45943979581195 -3.772245669104362)))"
NOTURNO - TER/QUI/SAB,303269 - SER VII - EDSON QUEIROZ II,"MULTIPOLYGON (((-38.47244319962482 -3.788657377845051, -38.46778878173862 -3.788310553432368, -38.46715981408354 -3.794632000510158, -38.46499422387734 -3.795668876069741, -38.46423201840896 -3.79584186429999, -38.46220478870459 -3.795860998502684, -38.46219978778662 -3.795429652656215, -38.46067972438515 -3.795373310932745, -38.46059203355043 -3.796984083530079, -38.45790425949466 -3.796734720052442, -38.45803653299125 -3.794227579549081, -38.45695075550304 -3.794009004813113, -38.45714581977346 -3.786709164283653, -38.45510414515349 -3.785961027937826, -38.4550979753634 -3.78144061339199, -38.45803800215385 -3.779896794363586, -38.45987234241836 -3.782243329328169, -38.46277640470603 -3.782519181018818, -38.46269533219923 -3.783203327223971, -38.46593007082547 -3.783588262116194, -38.46611730122933 -3.784978161150491, -38.46623677234258 -3.786190152615467, -38.47148818511107 -3.783705845024446, -38.47284228319525 -3.783858291227673, -38.47244319962482 -3.788657377845051)))"
NOTURNO - TER/QUI/SAB,30327 - SER I - LINGUA DA COBRA,"MULTIPOLYGON (((-38.58170183003482 -3.730310479866545, -38.57177585242275 -3.725909135642207, -38.57110364061365 -3.725422882249375, -38.57005016962899 -3.723619171218528, -38.57139553995835 -3.722860752667339, -38.57169487258167 -3.723223829550327, -38.57188455558703 -3.723535533195613, -38.57208343545133 -3.723857781057838, -38.57260163852583 -3.723506241887025, -38.57291526721268 -3.72321972111697, -38.57502818813568 -3.721595168990199, -38.57632851451321 -3.720021841235002, -38.57733613571205 -3.720124673244163, -38.58010140593905 -3.719784389503704, -38.58028387483106 -3.722761717416961, -38.58104237389632 -3.722656601943908, -38.58170183003482 -3.730310479866545)))"
NOTURNO - TER/QUI/SAB,303272 - SER VII - SAPIRANGA I,"MULTIPOLYGON (((-38.47520558771375 -3.801619522705411, -38.47087786407629 -3.801158642570201, -38.46682796428116 -3.80074665943751, -38.46713693653227 -3.797138330309457, -38.46503903313955 -3.796711052059778, -38.46500329883857 -3.795607517918957, -38.46728453988809 -3.794622213412104, -38.46758741547708 -3.791329377857049, -38.46787299932944 -3.7884102773368, -38.47250507443572 -3.788767856523867, -38.47273044500838 -3.786228214954475, -38.47404227191932 -3.78631644919357, -38.47438518398379 -3.781920139188741, -38.48107409299552 -3.782537822431283, -38.48040282470108 -3.789478647494433, -38.47990562488325 -3.795749994738594, -38.47938007279326 -3.801787118932801, -38.47520558771375 -3.801619522705411)))"
NOTURNO - TER/QUI/SAB,303275 - SER VI - JOSE DE ALENCAR,"MULTIPOLYGON (((-38.46825219398821 -3.815133909836557, -38.46413844748757 -3.813006532993964, -38.46317066708416 -3.812002969713251, -38.45968331872871 -3.812185117435794, -38.4590396889632 -3.810834487154379, -38.45559163771372 -3.812453325083675, -38.45433856794121 -3.811412332918367, -38.45360126134636 -3.809429628148068, -38.45198481332196 -3.807801434007174, -38.45187417764481 -3.805953582984324, -38.45494429882562 -3.806402304657051, -38.46172597180024 -3.80782262713845, -38.46361489152078 -3.806606627095652, -38.46539521257378 -3.805421202325342, -38.4659890973199 -3.800778343997894, -38.46929948018852 -3.801078935723953, -38.47098822139804 -3.801365663585615, -38.47316250960463 -3.801531761984708, -38.47521664441544 -3.801693848448894, -38.47460622131859 -3.807513744214484, -38.47416765858625 -3.813886811113085, -38.47454247901785 -3.817132090870254, -38.47373944848552 -3.817804954040889, -38.46825219398821 -3.815133909836557)))"
NOTURNO - TER/QUI/SAB,303277 - SER VII - SABIAGUABA,"MULTIPOLYGON (((-38.45108291028081 -3.795054567140568, -38.45398847199463 -3.793921172101462, -38.45790875019344 -3.796742979191059, -38.46060239861696 -3.796997761570799, -38.46068143575989 -3.795382263840049, -38.46218727099701 -3.795465861951815, -38.46219433852382 -3.795884723115113, -38.46415062367675 -3.795858100370672, -38.46499496540395 -3.795686997560107, -38.46496050834914 -3.796918583256069, -38.46707941052572 -3.797123248289303, -38.4667568900874 -3.800859750835732, -38.46587257606534 -3.800787599780016, -38.46533100404155 -3.80536908847087, -38.46172597220716 -3.807744493897272, -38.45508677851129 -3.80634978506682, -38.45191646924486 -3.805858053535437, -38.44434654816146 -3.804928352883647, -38.44311796343877 -3.805264063304982, -38.44100634449688 -3.807301546230071, -38.43958445418141 -3.808977522968398, -38.42333581762451 -3.81159703409834, -38.41934170837438 -3.808185215687783, -38.41711765598751 -3.809191972210715, -38.41767352814239 -3.8140725713738, -38.41294529113199 -3.814599497151208, -38.41030907707749 -3.814816549880127, -38.40724163290267 -3.818369631152159, -38.40515199260642 -3.817486060031227, -38.4136280260959 -3.804536273835243, -38.41701379391255 -3.803394681332864, -38.41946208059377 -3.802511103596152, -38.42762364756857 -3.800824972755854, -38.43442043629562 -3.801334172090475, -38.43609742470844 -3.801471706918254, -38.4378522070167 -3.801584301555516, -38.44177260081054 -3.800720556648126, -38.44123959702 -3.804144299714538, -38.44590716344392 -3.80307041671953, -38.44596570398377 -3.796734100759815, -38.44696393666627 -3.796054115752071, -38.44521700593027 -3.793310612726918, -38.44149732431939 -3.796210832593938, -38.43862725233153 -3.791175609887964, -38.44144918939496 -3.788919250817256, -38.43329250790999 -3.78105633298515, -38.43005167529372 -3.786772157452734, -38.42746137462184 -3.785531118308315, -38.43151984244616 -3.777382280542597, -38.43604479087288 -3.780297755901164, -38.44232798476586 -3.785038290003386, -38.44631909648289 -3.789877891164328, -38.44880324583115 -3.787923623985428, -38.45068544209459 -3.790288836138374, -38.44902824641091 -3.792339203418992, -38.45108291028081 -3.795054567140568)))"
